,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,A_MEAN
875,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"41,200"
876,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"34,750"
877,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"29,820"
878,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4041,Machinists,detailed,"44,330"
879,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"26,210"
880,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4111,Tool and Die Makers,detailed,"45,340"
881,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"44,500"
882,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"42,590"
883,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-5112,Printing Press Operators,detailed,"36,150"
884,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-6031,Sewing Machine Operators,detailed,*
885,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"42,420"
886,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"34,350"
887,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"23,220"
888,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"28,280"
889,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9122,"Painters, Transportation Equipment",detailed,"32,960"
890,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9198,Helpers--Production Workers,detailed,"27,880"
891,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-9199,"Production Workers, All Other",detailed,*
892,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-0000,Transportation and Material Moving Occupations,major,"29,820"
893,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"53,460"
894,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"52,850"
895,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-3022,"Bus Drivers, School or Special Client",detailed,"17,250"
896,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-3031,Driver/Sales Workers,detailed,"22,350"
897,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"41,830"
898,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-3033,Light Truck or Delivery Services Drivers,detailed,"26,310"
899,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-7051,Industrial Truck and Tractor Operators,detailed,"30,320"
900,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-7061,Cleaners of Vehicles and Equipment,detailed,"24,030"
901,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"28,170"
902,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-7064,"Packers and Packagers, Hand",detailed,"23,050"
903,AL,12220,"Auburn-Opelika, AL",00-0000,All Occupations,total,"38,480"
904,AL,12220,"Auburn-Opelika, AL",11-0000,Management Occupations,major,"99,120"
905,AL,12220,"Auburn-Opelika, AL",11-1021,General and Operations Managers,detailed,"109,580"
906,AL,12220,"Auburn-Opelika, AL",11-2031,Public Relations and Fundraising Managers,detailed,"96,350"
907,AL,12220,"Auburn-Opelika, AL",11-3021,Computer and Information Systems Managers,detailed,"105,980"
908,AL,12220,"Auburn-Opelika, AL",11-3031,Financial Managers,detailed,"99,220"
909,AL,12220,"Auburn-Opelika, AL",11-3051,Industrial Production Managers,detailed,"80,200"
910,AL,12220,"Auburn-Opelika, AL",11-3121,Human Resources Managers,detailed,"88,730"
911,AL,12220,"Auburn-Opelika, AL",11-9021,Construction Managers,detailed,"70,470"
912,AL,12220,"Auburn-Opelika, AL",11-9032,"Education Administrators, Elementary and Secondary School",detailed,"98,240"
913,AL,12220,"Auburn-Opelika, AL",11-9033,"Education Administrators, Postsecondary",detailed,"118,410"
914,AL,12220,"Auburn-Opelika, AL",11-9051,Food Service Managers,detailed,"56,380"
915,AL,12220,"Auburn-Opelika, AL",11-9111,Medical and Health Services Managers,detailed,"87,140"
916,AL,12220,"Auburn-Opelika, AL",11-9121,Natural Sciences Managers,detailed,"99,960"
917,AL,12220,"Auburn-Opelika, AL",11-9199,"Managers, All Other",detailed,"89,630"
918,AL,12220,"Auburn-Opelika, AL",13-0000,Business and Financial Operations Occupations,major,"58,150"
919,AL,12220,"Auburn-Opelika, AL",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,"48,260"
920,AL,12220,"Auburn-Opelika, AL",13-1051,Cost Estimators,detailed,"55,600"
921,AL,12220,"Auburn-Opelika, AL",13-1071,Human Resources Specialists,detailed,"50,150"
922,AL,12220,"Auburn-Opelika, AL",13-1111,Management Analysts,detailed,"84,440"
923,AL,12220,"Auburn-Opelika, AL",13-1131,Fundraisers,detailed,"54,130"
